season,vcaseid,no,outtrip_no,vq21,vq21a,vq22,vq22_1,vq23_1,vq23_2,vq23_3,vq23_4,vq23_5,vq23_6,vq23_7,vq23_8,vq23_9,vq23_10,vq24,vq25a,vq25a1_1,vq25a1_2,vq25b,vq26,vq26a_1,vq26a_2,vq26a_3,vq26a_4,vq26a_5,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq29,vq29a,vq29b,vq29b1_1,vq29b1_2,vq29b1_3,vq29b1_4,vq29b1_5,vq29c,vq29d,vq29e,vq29e1_1,vq29e1_2,vq29e1_3,vq29e1_4,vq29e1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
1,96251707,1441,700,14,13,1,1,3, , , , , , , , , ,1,3, ,2,3,3,2, , , , ,2, , , , , ,2, , , , ,13,7,1, , , , , ,11,9,1, , , , , ,8,4,6,4,9,5,2,.691378
4,99239118,24092,3251,5,4,1,2,13, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2, , , , ,13,6,1, , , , , ,6,10,1, , , , , ,8,5,5,1,8,7,2,.544723
1,96209223,533,488,8,7,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,13,0,1, , , , , ,88,88,1, , , , , ,10,3,5,2,5,6,2,.513422
2,96134604,6979,875,7,6,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,13,0,1, , , , , ,1,2,1, , , , , ,10,4,13,2,2,3,1,.677716
3,98103028,14967,1997,7,6,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,6, ,2, , , , ,13,0,10,4, , , , ,1,7,1, , , , , ,7,4,11,2,9,1,2,.724788
3,98114504,15559,2077,30,29,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,1,2,3,4,5,2, , , , ,13,0,6,1,5, , , ,9,8,1, , , , , ,6,5,4,2,10,1,2,1.092272
4,96157941,19123,2582,9,8,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,13,0,1, , , , , ,11,7,1, , , , , ,3,3,1,1,6,10,1,2.241912
4,99100494,20544,2771,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,13,0,1, , , , , ,9,9,1, , , , , ,11,1,11,4,5,2,2,.599285
4,99126991,21862,2953,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6,7,2, , , , ,13,0,1, , , , , ,1,7,1, , , , , ,9,2,13,2,7,1,1,.438773
4,99218854,23101,3114,9,8,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5, , ,2, , , , ,13,0,1, , , , , ,9,8,1, , , , , ,5,5,12,1,10,4,1,1.992874
3,96211217,13789,1845,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,12,12,1, , , , , ,10,88,1, , , , , ,10,2,6,2,6,13,1,.572295
1,96117784,5606,106,7,6,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2, , , , ,12,11,1, , , , , ,9,2,1, , , , , ,9,3,13,2,5,1,2,.514534
2,96254573,9370,1192,10,9,1,2,60, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,11,12,1, , , , , ,9,4,13,2,8,6,1,.700408
2,97118382,10435,1339,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,1,4, , , ,2, , , , , ,2, , , , ,12,10,4,2, , , , ,10,7,1, , , , , ,10,1,13,2,2,1,1,.526279
2,97223564,11820,1532,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,9,10,1, , , , , ,9,6,13,2,8,6,1,.581145
4,96234645,20080,2717,9,8,1,1,2, , , , , , , , , ,1,3, ,2,3,2,2, , , , ,2, , , , , ,2, , , , ,12,10,1, , , , , ,7,1,1, , , , , ,10,5,13,2,8,6,1,.542993
1,96133912,3863,207,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,2,3, , ,2, , , , , ,2, , , , ,12,9,1, , , , , ,5,8,1, , , , , ,8,2,10,2,5,10,2,.491685
2,96253698,9355,1189,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,4, , , ,2, , , , , ,2, , , , ,12,9,9,1,2,3,5, ,1,9,1, , , , , ,6,4,2,2,9,16,1,1.140679
2,97101013,9547,1214,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,2,4, , ,2, , , , , ,2, , , , ,12,9,1, , , , , ,10,9,1, , , , , ,11,5,13,2,10,2,2,.442329
3,98113872,15529,2071,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,2,1,2,4,5, ,2, , , , , ,2, , , , ,12,9,1, , , , , ,9,1,1, , , , , ,5,6,6,1,7,3,1,1.509358
4,96223349,19865,2692,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,3,6, , ,1,3,6, , , ,2, , , , ,12,9,1, , , , , ,9,3,1, , , , , ,6,5,5,2,8,6,2,1.025554
2,97212407,11283,1456,6,5,1,2,13, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,12,7,1, , , , , ,9,1,1, , , , , ,11,3,13,4,6,4,2,.55593
4,99100053,20524,2767,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1, , , , ,2, , , , , ,2, , , , ,12,7,1, , , , , ,1,8,1, , , , , ,7,3,4,2,7,3,2,.511189
3,96160397,13270,1762,10,9,1,1,12, , , , , , , , , ,1,3, ,2,3,3,6, , , , ,1,6, , , , ,2, , , , ,12,5,1, , , , , ,9,7,1, , , , , ,6,6,3,2,10,2,1,1.176405
2,97206727,10997,1423,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,1,3, , , , ,2, , , , ,12,4,5,1, , , , ,10,1,1, , , , , ,6,3,9,2,6,8,2,.893921
4,99234726,23896,3229,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,3,3, , , , ,1,3,4,5,6,7,2, , , , ,12,3,11,3,5, , , ,11,5,1, , , , , ,4,5,4,2,8,8,2,1.321669
1,96132780,2016,204,7,6,1,2,12, , , , , , , , , ,1,1,2, ,3,4, , , , , ,1,2,3,4,5,6,2, , , , ,12,0,6,2, , , , ,9,1,1, , , , , ,6,5,5,2,9,4,2,.779488
1,96134415,2090,212,7,6,1,1,6, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,3, , , , ,2, , , , ,12,0,1, , , , , ,88,1,1, , , , , ,6,6,2,2,8,4,2,.779488
1,96143998,5099,263,18,17,1,2,60, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2, , , , ,12,0,1, , , , , ,9,10,1, , , , , ,6,5,4,1,9,1,2,1.169736
1,96148566,5034,291,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4, , ,2, , , , ,12,0,1, , , , , ,9,3,1, , , , , ,6,6,3,2,10,1,1,1.371003
1,96201917,1840,444,5,4,1,1,6, , , , , , , , , ,1,1,2, ,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,3,1, , , , ,1,8,1, , , , , ,6,4,11,2,2,5,2,.611664
1,96203858,4933,459,8,7,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4, , ,2, , , , ,12,0,1, , , , , ,1,9,1, , , , , ,6,5,5,1,7,7,2,.781388
1,96220219,2696,552,7,6,1,1,6, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,1, , , , , ,9,9,1, , , , , ,7,6,3,2,10,19,1,1.02146
1,96233138,1557,613,8,7,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,6,7,2, , , , ,12,0,9,1,2,5, , ,7,5,1, , , , , ,6,5,4,2,7,5,2,.779992
2,96156150,7495,956,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,6, ,2, , , , ,12,0,1, , , , , ,7,88,1, , , , , ,9,4,13,2,8,1,2,.500348
2,96176194,7907,1014,15,14,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,10,7,1, , , , , ,10,4,13,2,6,4,2,.459506
2,96204937,8095,1040,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,4,1, , , , ,9,8,1, , , , , ,9,3,11,2,7,9,2,.372459
2,97216657,11490,1485,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6,7, ,2, , , , ,12,0,1, , , , , ,10,12,1, , , , , ,8,4,5,2,9,6,2,.718586
3,96252703,14666,1959,16,15,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,7,5, , , , ,10,9,1, , , , , ,7,6,3,1,8,5,1,.871973
3,98128761,16248,2172,13,12,1,2,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,1, , , , , ,1,7,1, , , , , ,11,1,13,2,5,18,1,.456011
3,98206718,16612,2225,14,13,1,1,4,60, , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,1,5,1, , , , , ,11,4,4,2,8,4,1,.420421
3,98211020,16850,2252,15,14,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,1,7,1, , , , , ,9,3,11,2,9,4,2,.375578
3,98215698,17142,2295,10,9,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,11,11,1, , , , , ,9,3,11,2,1,5,2,.382586
3,98227604,17783,2386,6,5,1,1,12, , , , , , , , , ,1,2, , ,3,4, , , , , ,2, , , , , ,2, , , , ,12,0,1, , , , , ,7,9,1, , , , , ,5,5,4,1,7,4,1,2.116741
4,96147126,18939,2553,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,6, ,2, , , , ,12,0,1, , , , , ,7,1,1, , , , , ,5,5,3,1,8,1,2,1.669582
4,99114800,21275,2869,5,4,1,1,6, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,1, , , , , ,3,1,1, , , , , ,4,5,5,1,6,1,1,1.60469
4,99235488,23935,3234,6,5,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,12,0,1, , , , , ,9,1,1, , , , , ,8,4,11,2,9,5,2,.655654
1,96245226,3128,676,5,4,1,1,12, , , , , , , , , ,1,1,2, ,3,2,1,3, , , ,2, , , , , ,2, , , , ,11,11,6,4, , , , ,11,10,1, , , , , ,10,3,13,2,6,14,1,.510796
2,97201068,10696,1384,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,11,1, , , , , ,8,1,1, , , , , ,10,3,11,2,1,7,2,.38596
2,97226464,11934,1551,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,11,1, , , , , ,1,5,1, , , , , ,11,5,13,2,8,4,1,.481645
3,96237691,14379,1921,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,2, , , , , ,2, , , , ,11,11,1, , , , , ,1,1,1, , , , , ,8,3,11,2,3,5,2,.470042
3,98116083,15633,2087,5,4,1,1,4,60, , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,11,1, , , , , ,4,1,1, , , , , ,11,1,11,2,2,1,2,.347326
3,98219950,17384,2329,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,11,1, , , , , ,1,1,1, , , , , ,8,5,1,2,8,11,1,.761816
1,96143540,777,261,5,4,1,2,5,6, , , , , , , , ,1,1,2, ,3,1,1,2,4,6, ,2, , , , , ,2, , , , ,11,10,10,1,2, , , ,88,11,1, , , , , ,11,6,13,4,10,2,2,.432396
2,96208725,8191,1051,8,7,1,2,2, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,1,1,1, , , , , ,10,5,13,2,3,6,2,.514854
2,97220913,11695,1506,8,7,1,2,2, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,6,1,1, , , , , ,11,1,13,4,2,11,1,.626642
3,96147020,13023,1723,5,4,1,1,12, , , , , , , , , ,1,3, ,1,3,1,2, , , , ,1,6, , , , ,2, , , , ,11,10,1, , , , , ,1,7,1, , , , , ,6,4,5,1,6,1,2,.632236
3,98115633,15611,2083,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,88,3,1, , , , , ,6,5,9,1,8,1,1,.991153
4,96236911,20129,2724,10,9,1,1,9, , , , , , , , , ,1,3, ,2,3,1,3,4,5, , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,1,7,1, , , , , ,10,3,11,2,6,14,2,.587351
4,99224744,23392,3150,8,7,1,1,2, , , , , , , , , ,1,3, ,2,3,2,1,2, , , ,2, , , , , ,2, , , , ,11,10,1, , , , , ,10,1,1, , , , , ,9,3,11,2,6,8,2,.520564
1,96102591,2301,14,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,9,5,2,3, , , ,7,8,1, , , , , ,6,5,5,2,6,4,2,.611269
1,96111059,5345,72,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,3,4, , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,8,5,1, , , , , ,5,5,5,1,7,1,2,.86437
1,96158498,2829,337,4,3,1,1,31, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,6,6,1, , , , , ,8,3,9,2,7,18,1,1.23727
1,96203391,3279,456,5,4,1,1,12, , , , , , , , , ,1,1,5, ,3,1,3, , , , ,2, , , , , ,2, , , , ,11,9,8,2, , , , ,8,11,1, , , , , ,5,5,5,2,9,13,1,1.380467
2,97122626,10621,1367,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,3, , , ,2, , , , , ,2, , , , ,11,9,3,3,5, , , ,1,88,1, , , , , ,5,6,3,1,9,2,1,1.808135
2,97221160,11705,1508,7,6,1,1,5, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,1,1,1, , , , , ,11,1,11,2,5,14,2,.568951
2,97222738,11780,1521,5,4,1,2,12, , , , , , , , , ,1,1,3, ,3,3,6, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,9,9,1, , , , , ,8,3,11,2,5,4,2,.532132
3,98206121,16588,2220,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,1,1,1, , , , , ,8,4,5,2,8,4,1,.759625
3,98216736,17202,2304,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,6,1,1, , , , , ,7,5,2,2,9,6,1,.801748
4,96107411,18261,2456,8,7,1,1,2, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,11,1,1, , , , , ,10,2,11,2,4,4,2,.532811
4,99107202,20891,2824,9,8,1,1,2, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,9,5,1, , , , , ,8,3,11,2,2,1,2,.704302
4,99129577,21967,2969,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,1,1, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,10,8,1, , , , , ,7,4,5,2,8,3,2,.653195
4,99201948,22262,3000,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,1,2,3, , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,1,11,1, , , , , ,11,4,13,2,8,8,1,.361857
4,99211309,22761,3073,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,2,3, , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,9,1,1, , , , , ,9,5,3,2,7,4,2,.415816
4,99235397,23927,3233,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,9,1, , , , , ,1,1,1, , , , , ,6,3,6,2,8,12,1,1.12395
1,96135594,4874,221,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,1,1, , , , , ,11,1,11,2,1,3,2,.430831
1,96137850,962,234,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,5,1, , , , , ,6,6,1,2,8,2,1,.979479
1,96175412,2688,425,6,5,1,1,12, , , , , , , , , ,1,3, ,1,3,1,2,3,4,5,6,2, , , , , ,2, , , , ,11,8,10,2, , , , ,6,1,1, , , , , ,3,5,12,1,1,4,2,1.382446
1,96226220,135,584,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,2,4, , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,7,12,1, , , , , ,8,3,8,4,8,6,2,.491974
2,96135594,7007,881,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,10,1, , , , , ,11,1,11,2,1,3,2,.426187
2,97114113,10218,1311,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,2,4,5, , ,2, , , , , ,2, , , , ,11,8,8,2, , , , ,8,1,1, , , , , ,7,4,5,1,7,1,2,.544483
2,97117315,10388,1332,12,11,1,1,9, , , , , , , , , ,1,3, ,2,3,1,4,6, , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,1,1, , , , , ,11,4,13,4,8,1,1,.593962
4,96255692,20440,2758,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,2,4,6, ,2, , , , , ,2, , , , ,11,8,6,1, , , , ,10,7,1, , , , , ,9,3,11,2,4,6,2,.565299
4,99121297,21601,2918,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,8,1, , , , , ,1,1,1, , , , , ,11,4,13,2,2,1,2,.443962
4,99234544,23889,3228,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,3,4, , , ,2, , , , , ,2, , , , ,11,8,5,1,5, , , ,10,8,1, , , , , ,7,5,2,2,10,14,2,.527301
2,96113778,6451,794,7,6,1,1,2, , , , , , , , , ,1,3, ,2,3,1,4,6, , , ,2, , , , , ,2, , , , ,11,7,1, , , , , ,8,8,1, , , , , ,11,6,13,1,9,1,1,.646102
2,97230912,12056,1562,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,1,4, , , ,2, , , , , ,2, , , , ,11,7,5,2, , , , ,7,7,1, , , , , ,10,3,5,1,6,4,2,.381263
3,96135565,12806,1691,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,7,1, , , , , ,9,8,1, , , , , ,9,2,11,4,5,2,2,.367917
3,98209284,16751,2237,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,3,1,2,3,4, ,2, , , , , ,2, , , , ,11,7,1, , , , , ,88,11,1, , , , , ,8,5,5,2,3,14,2,.74544
3,98216822,17207,2307,5,4,2, ,12, , , , , , , , , ,1,3, ,2,3,3,1, , , , ,1,6, , , , ,2, , , , ,11,7,1, , , , , ,9,11,1, , , , , ,5,6,3,1,8,5,2,.912528
3,98230850,17937,2408,6,5,1,1,13, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2, , , , ,11,7,1, , , , , ,9,12,1, , , , , ,10,5,13,2,1,5,2,.502917
1,96177073,971,432,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,3,6, , , , ,1,2,4, , , ,2, , , , ,11,6,1, , , , , ,6,8,1, , , , , ,6,5,5,1,8,2,2,.612507
1,96214345,1536,509,5,4,1,1,13, , , , , , , , , ,1,3, ,1,3,1,1,2,3, , ,2, , , , , ,2, , , , ,11,6,5,1,2,3,5, ,10,3,1, , , , , ,6,4,12,2,7,5,1,.978131
2,96100641,6064,738,4,3,1,2,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,6,1, , , , , ,1,5,1, , , , , ,10,2,13,2,1,1,1,.85033
2,96145525,7257,921,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,6,1, , , , , ,9,9,1, , , , , ,9,3,4,2,6,1,2,.381648
2,96170651,7803,998,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,1,6, , , , ,2, , , , ,11,6,1, , , , , ,8,7,1, , , , , ,4,5,4,1,10,1,2,.831345
3,96100522,12095,1569,5,4,1,1,9, , , , , , , , , ,1,3, ,1,3,1,1,4, , , ,2, , , , , ,2, , , , ,11,6,1, , , , , ,8,2,1, , , , , ,8,3,4,2,8,2,2,.509369
4,96208676,19582,2649,5,4,1,2,13, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2, , , , ,11,6,4,2, , , , ,8,1,1, , , , , ,11,4,13,2,6,9,1,.368835
4,99118016,21440,2896,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2, , , , ,11,6,1, , , , , ,8,1,1, , , , , ,8,3,11,2,6,3,2,.511189
3,96212493,13817,1850,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,2,1,2,3,4, ,2, , , , , ,2, , , , ,11,5,1, , , , , ,88,4,1, , , , , ,11,3,11,2,8,19,2,.473709
4,99125231,21794,2941,5,4,1,2,13, , , , , , , , , ,1,3, ,2,3,1,2, , , , ,2, , , , , ,2, , , , ,11,5,1, , , , , ,1,8,1, , , , , ,11,4,6,3,6,10,1,.371041
2,96158311,7551,963,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,1,3,6, , , ,2, , , , ,11,4,1, , , , , ,7,8,1, , , , , ,6,6,3,2,9,10,1,1.25065
2,96119688,6585,819,7,6,1,2,12, , , , , , , , , ,1,3, ,2,3,2,6, , , , ,2, , , , , ,2, , , , ,11,3,1, , , , , ,10,8,1, , , , , ,5,3,6,2,6,1,2,1.504114
1,96101114,5007,7,10,9,1,2,60, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2, , , , ,2, , , , ,11,0,12,4, , , , ,11,7,1, , , , , ,8,4,2,3,10,1,1,1.119392
1,96106268,1059,31,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,3, , , , ,2, , , , ,11,0,1, , , , , ,10,10,1, , , , , ,5,6,5,1,7,2,1,1.38236
1,96118914,818,114,4,3,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,1, , , , , ,1,11,1, , , , , ,9,6,2,2,10,2,1,.891095
1,96120034,939,122,7,6,1,2,5, , , , , , , , , ,1,2, , ,3,4, , , , , ,1,2,4,6,7, ,2, , , , ,11,0,1, , , , , ,10,5,1, , , , , ,7,5,5,2,8,2,2,.628778
1,96124587,5928,159,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,11,0,1, , , , , ,88,12,1, , , , , ,7,2,11,2,2,1,2,.491552
1,96126783,989,171,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2, , , , ,2, , , , ,11,0,1, , , , , ,1,5,1, , , , , ,10,5,13,4,7,2,2,.514578
1,96148149,4541,288,8,7,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,11,0,1, , , , , ,9,2,1, , , , , ,9,3,11,2,6,3,2,.514269
1,96234358,3583,620,11,10,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,4,2,3,5, , ,3,3,1, , , , , ,8,5,13,2,8,11,1,1.12362
1,96241098,2944,662,7,6,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,4,6, , ,2, , , , ,11,0,1, , , , , ,7,10,1, , , , , ,7,5,1,2,8,16,2,.627609
2,96105439,6219,760,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,1, , , , , ,1,7,1, , , , , ,5,5,3,1,8,1,1,1.773628
2,96128309,6825,854,10,9,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,1, , , , , ,8,88,1, , , , , ,4,5,4,1,5,1,2,1.001954
2,96227936,8701,1117,6,5,1,1,12, , , , , , , , , ,1,2, , ,3,4, , , , , ,1,2,4,7, , ,2, , , , ,11,0,1, , , , , ,9,5,1, , , , , ,9,4,4,4,10,6,2,.503683
2,96232865,8830,1128,12,11,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2, , , , ,11,0,1, , , , , ,1,12,1, , , , , ,8,6,13,2,9,6,2,.660597
2,96245507,9181,1172,5,4,2, ,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2, , , , ,11,0,1, , , , , ,1,88,1, , , , , ,8,4,13,2,6,9,2,.531373
2,97108319,9938,1268,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2, , , , ,11,0,1, , , , , ,1,88,1, , , , , ,2,2,14,1,2,1,1,6.221471
2,97212802,11313,1462,8,7,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,7, , ,2, , , , ,11,0,1, , , , , ,7,10,1, , , , , ,10,3,6,2,3,14,1,.690103
3,96133981,12774,1682,10,9,1,2,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,3,4, , ,2, , , , ,11,0,5,1,5, , , ,9,3,1, , , , , ,3,5,12,1,2,1,2,1.926153
3,96154746,13170,1745,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,7, ,2, , , , ,11,0,4,1, , , , ,9,1,1, , , , , ,7,5,12,1,2,18,2,.563994
3,96157896,13223,1753,5,4,1,2,6, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4, , ,2, , , , ,11,0,1, , , , , ,1,4,1, , , , , ,5,6,3,2,9,2,1,1.559099
3,96158311,13231,1756,9,8,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,3,4,6, ,2, , , , ,11,0,3,5, , , , ,7,6,1, , , , , ,6,6,3,2,9,10,1,1.042987
3,96212332,13812,1847,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,5,6,2, , , , ,11,0,1, , , , , ,11,4,1, , , , , ,8,5,2,2,10,6,1,.801748
